NL,OCL,src
"The unit of a ValueType, if any, shall be an InstanceSpecification classified by SysMLs Unit block in the
UnitAndQuantityKind model library or a specialization of it.","self.unit->notEmpty() and self.unit.classifier->notEmpty() implies
self.unit.classifier->forAll(c |
c.oclIsKindOf(Libraries::UnitAndQuantityKind::Unit))",1.2
"The quantityKind of a ValueType, if any, shall be an InstanceSpecification classified by SysMLs QuantityKind
block in the UnitAndQuantityKind model library or a specialization of it.","self.quantityKind->notEmpty() and self.quantityKind.classifier->notEmpty() implies
self.quantityKind.classifier->forAll(c |
c.oclIsKindOf(Libraries::UnitAndQuantityKind::QuantityKind))",1.2
"The action has exactly one trigger, the event of which shall be a change structural feature event","self.base_AcceptEventAction.trigger->size()=1 and let trigger: UML::Trigger =
self.base_AcceptEventAction.trigger->any(true) in
ChangeStructuralFeatureEvent.allInstances().base_ChangeEvent->
includes(trigger.event)",1.2
"The action has two result pins with type and ordering the same as the type and ordering of the structural feature of the trigger event, and multiplicity compatible with the multiplicity of the structural feature.","let event: ChangeStructuralFeatureEvent =
ChangeStructuralFeatureEvent.allInstances()->any(e | e.base_ChangeEvent =
self.base_AcceptEventAction.trigger->any(true).event) in
self.base_AcceptEventAction.result->size() = 2 and
self.base_AcceptEventAction.result->forAll(r | r.type =
event.structuralFeature.type and r.isOrdered = event.structuralFeature.isOrdered
and r.lower <= event.structuralFeature.lower and r.upper >=
event.structuralFeature.upper) ",1.2
"The structural feature of the trigger event shall be owned by or inherited by the context of the behavior
containing the action. (The context of a behavior is either its owning block or itself if it is not owned by a block. ","let event: ChangeStructuralFeatureEvent =
ChangeStructuralFeatureEvent.allInstances()->any(e | e.base_ChangeEvent =
self.base_AcceptEventAction.trigger->any(true).event) in
self.base_AcceptEventAction._'context'->notEmpty() and
self.base_AcceptEventAction._'context'.allFeatures()
->includes(event.structuralFeature)",1.2
The structural feature referred by actions with this stereotype applied must have FlowProperty applied,"FlowProperty.allInstances().base_Property
->includes(self.base_AddStructuralFeatureValueAction.structuralFeature)",1.2
"The port at the first position in the onNestedPort list shall be owned by the block that types the object pin of the
stereotyped action, or one of that blocks generalizations.","self.base_AddStructuralFeatureValueAction.object.type.oclAsType(UML::Classifier) -
>allFeatures()->includes(self.onNestedPort->first()))",1.2
"The port at each successive position of the onNestedPort attribute, following the first position, shall be owned
by the Block that types the port at the immediately preceding position, or a generalization of that Block","self.onNestedPort->size() >1 implies self.propertyPath->subSequence(2, self.onNestedPort->size())->forAll(p | let pp: UML::Property = self.onNestedPort->at(self.onNestedPort->indexOf(p)-1) in let owners: Set(UML::Classifier) = pp.type.oclAsType(UML::Classifier) ->including(pp.type.oclAsType(UML::Classifier)) in owners->includes(p.owner))",1.2
"The type of the port at the last position of the onNestedPort list shall own or inherit the flow property that is the
structural feature of the stereotyped action","self.onNestedPort->last().type.oclAsType(UML::Classifier).allFeatures()
->includes(self.base_AddStructuralFeatureValueAction.structuralFeature)",1.2
The structural feature shall not be static,not self.structuralFeature.isStatic,1.2
The structural feature shall have exactly one featuringClassifier,self.structuralFeature.featuringClassifier->size()=1,1.2
"DirectedFeature shall only be applied to behavioral features, or to properties that do not have FlowProperty applied, including on subsetted or redefined features.",self.base_Feature.oclIsKindOf(UML::BehavioralFeature) or (self.base_Feature.oclIsKindOf(UML::Property) and let property: UML::Property = self.base_Feature.oclAsType(UML::Property) in FlowProperty.allInstances().base_Property->excludesAll(property.redefinedProperty ->union(property.subsettedProperty)->including(property))),1.2
A non-provided operation shall not be associated with a behavior as its method.,"self.base_Feature.oclIsKindOf(UML::Operation) and
 self.featureDirection=FeatureDirectionKind::required implies
 self.base_Feature.oclAsType(UML::Operation).method->isEmpty()",1.2
Any classifier that specializes a ConstraintBlock shall also have the ConstraintBlock stereotype applied.,"UML::Classifier.allInstances()->forAll(c | c.general->includes(self.base_Class)
implies ConstraintBlock.allInstances().base_Class->includes(c))",1.2
"A FlowProperty shall be typed by a ValueType, Block, or Signal"," Block.allInstances().base_Class->includes(self.base_Property.type) or
 ValueType.allInstances().base_DataType->includes(self.base_Property.type) or
 self.base_Property.oclIsKindOf(UML::Signal)",1.2
"Full ports shall not also be proxy ports. This applies even if some of the stereotypes are on subsetted or
redefined ports.",ProxyPort.allInstances()->excludes(self.base_Port),1.2
"Binding connectors shall not link full ports (either directly or indirectly through other binding connectors) to other composite properties of the block owning the full port (or that blocks generalizations or specializations), unless the composite properties are non-full ports.","let fullPorts: Set(UML::Port) = FullPort.allInstances().base_Port->asSet() in
BindingConnector.allInstances().base_Connector->select(c | c.end.role
->includes(self.base_Port))->forAll(c | fullPorts->excludesAll(c.end.role->reject
(r | r=self.base_Port)))",1.2
Full ports shall not be behavioral (isBehavior=false).,not self.base_Port.isBehavior,1.2
"Interface blocks shall not own or inherit behaviors, have classifier behaviors, or methods for their behavioral features.","self.base_Class.inheritedMember->select(m | m.oclIsKindOf(UML::Behavior))
->isEmpty() and self.base_Class.operation.method->flatten()->isEmpty()",1.2
"Interface blocks composite properties are either ports, value properties or flow properties.","self.base_Class.ownedAttribute->select(a|a.isComposite)->forAll(a |
a.oclIsKindOf(UML::Port) or a.oclIsKindOf(ValueType))",1.2
Ports owned by interface blocks shall only be typed by interface blocks,"self.base_Class.ownedPort->forAll(p|InterfaceBlock.allInstances().base_Class
->includes(p.type))",1.2
Any port typed by an InterfaceBlock shall have its isConjugated property set to false,"Port.allInstances()->forAll(p | p.type = self.base_Class implies
p.isConjugated=false)",1.2
The onPort property of an invocation action shall have a value when this stereotype is applied.,self.base_InvocationAction.onPort->notEmpty(),1.2
"The port at each successive position of the onNestedPort attribute, following the first position, shall be owned
by the Block that types the port at the immediately preceding position, or a generalization of that Block.","self.onNestedPort->size() >1 implies self.propertyPath->subSequence(2,
 self.onNestedPort->size())->forAll(p |
 let pp: UML::Property = self.onNestedPort->at(self.onNestedPort->indexOf(p)-1) in
 let owners: Set(UML::Classifier) = pp.type.oclAsType(UML::Classifier) ->including(pp.type.oclAsType(UML::Classifier)) in
 owners->includes(p.owner))",1.2
"The type of the port at the last position of the onNestedPort list shall own or inherit the onPort port of the
stereotyped invocation action","self.onNestedPort->last().type.oclAsType(UML::Classifier).allFeatures()
->includes(self.base_InvocationAction.onPort)",1.2
itemProperty shall not have a value if the item flow is realized by an Association,"self.base_InformationFlow.realization->exists(r | r.oclIsKindOf(UML::Association))
implies self.itemProperty->isEmpty()",1.2
"If an ItemFlow has an itemProperty, one of the classifiers of conveyed items shall be the same as the type of the
item property","self.itemProperty->notEmpty() implies self.base_InformationFlow.conveyed
->includes(self.itemProperty.type)",1.2
"If an ItemFlow has an itemProperty, its name shall be the same as the name of the item flow","self.itemProperty->notEmpty() implies self.itemProperty.name =
self.base_InformationFlow.name",1.2
"Proxy ports shall not also be full ports. This applies even if some of the stereotypes are on subsetted or redefined
ports",FullPort.allInstances()->excludes(self.base_Port),1.2
Proxy ports shall only be typed by interface blocks.,InterfaceBlock.allInstances().base_Class->includes(self.base_Port.type),1.2
Ports owned by the type of a proxy port shall be proxy ports,ProxyPort.allInstances().base_Port->includesAll(self.base_Port.class.ownedPort),1.2
"The port property of the stereotyped trigger shall have exactly one value, and the value cannot be a full port","self.base_Trigger.port->size()=1 and FullPort.allInstances().base_Port
->excludes(self.base_Trigger.port)",1.2
The values of the onNestedPort property shall not be full ports.,FullPort.allInstances().base_Port->excludesAll(self.onNestedPort),1.2
"The type of the port at the last position of the onNestedPort list must own or inherit the port of the stereotyped
trigger.","self.onNestedPort->last().type.oclAsType(UML::Classifier).allFeatures()
->includes(self.base_Trigger.port)",1.2
Any property of a block that is typed by a ConstraintBlock shall have composite aggregation,self.base_Class.ownedAttribute->forAll(p| p.isComposite),1.2
"When the «controlOperator» stereotype is applied, the behavior or operation shall have at least one parameter
typed by ControlValue. If the stereotype is not applied, the behavior or operation may not have any parameter
typed by ControlValue.","UML::Behavior.allInstances()->forAll(b | not
(ControlOperator.allInstances().base_Behavior->includes(b) xor b.ownedParameter
->exists(p | p.type=SysML::Libraries::ControlValues::ControlValue))) and
UML::Operation.allInstances()->forAll(o | not
(ControlOperator.allInstances().base_Operation->includes(o) xor o.ownedParameter
->exists(p | p.type=SysML::Libraries::ControlValues::ControlValue)))",1.2
"A behavior shall have the «controlOperator» stereotype applied if it is a method of an operation that has the
«controlOperator» stereotype applied.","(self.base_Operation->notEmpty() and self.base_Operation.method->notEmpty()) implies
self.base_Operation.method->forAll(b | ControlOperator.allInstances().base_Behavior
->includes(b))",1.2
The «nobuffer» and «overwrite» stereotypes cannot be applied to the same element at the same time,Overwrite.allInstances().base_ObjectNode->excludes(self.base_ObjectNode),1.2
